nom;type d'activité;types de public;exposition;réservation;nature de client;type de client;catégorie de client;niveau de groupe;langue du groupe;thème;date;heure;durée;fin;en vente;nature de la séance;salles;langues de l'activite;matériels;places ouvertes;places vendues;places disponibles;overbooking;overbooking vendu;overbooking disponible;taux de remplissage;Montant;temps de préparation;temps de rangement;temps annexe total;Types de public (croisement col C et F);AGE ( Type de client ? Col H);Niveau groupe / détail âge (col I);langue;TARIF;
APA - MUSEE DES ARTS DECORATIFS;ATELIER DE PRATIQUE ARTISTIQUE;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2801;Organisme;Primaire;Groupe Education - 1er Degré;03_Grande section;Français;;Friday, April 11, 2025;10:00;120;12:00;1;G;N4 - Atelier Tuileries 3;;;0;18;0;0;0;0;0;0;15;15;30;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;;;
PARCOURS - ÉCLAIRER;PARCOURS;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1988;Organisme;Primaire;Groupe Education - 1er Degré;08_CM2;Français;;Friday, April 11, 2025;10:00;90;11:30;1;G;;;;0;29;0;0;0;0;0;110.00;15;0;15;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2403;Individuel;Individuels;;01_Petite section;Français;;Friday, April 11, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3583;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, April 11, 2025;14:45;90;16:15;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Anglais;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3584;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, April 11, 2025;13:45;90;15:15;1;A;;Français;;30;16;14;0;0;0;53;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3163;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Saturday, April 12, 2025;13:30;90;15:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;20;0;0;0;0;0;330.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3163;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Saturday, April 12, 2025;13:45;90;15:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;0;20;0;0;0;0;0;330.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;;;;;;;;Saturday, April 12, 2025;14:00;90;15:30;1;A;N3 - Rohan - Expo;Français;Expo - Audiophone 1;15;13;2;0;0;0;86;388.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Saturday, April 12, 2025;11:30;90;13:00;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;Français;;20;20;0;0;0;0;100;540.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Saturday, April 12, 2025;16:00;90;17:30;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;Français;Expo - Audiophone 1;20;20;0;0;0;0;100;620.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3782;Individuel;Individuels;;00_VL;Français;;Saturday, April 12, 2025;11:45;90;13:15;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3781;Individuel;Individuels;;00_VL;Français;;Saturday, April 12, 2025;12:15;90;13:45;1;A;;Français;;30;16;14;0;0;0;53;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;VISITE GUIDÉE;ADULTES (15 ANS ET +);ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 2523;Organisme;DG - Les Amis;Groupe Adulte - Interne;31_Adultes;Français;;Tuesday, April 15, 2025;10:30;90;12:00;1;G;;;;0;20;0;0;0;0;0;130.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VA - UNE TABLE BIEN DRESSÉE;VISITE-ATELIER;11-14 ANS;CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Tuesday, April 15, 2025;14:30;120;16:30;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Tuileries 2;Français;;14;6;8;2;0;2;42;144.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;11-14 ANS;Français;;
VA - UN DRAGON DANS MON ASSIETTE;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Tuesday, April 15, 2025;14:30;120;16:30;1;A;N3 - Rohan - Renaissance, N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau;Français;;13;13;0;2;0;2;100;312.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS;Français;;
VA - UN DRAGON DANS MON ASSIETTE;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Tuesday, April 15, 2025;10:30;120;12:30;1;A;N3 - Rohan - Renaissance, N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau;Français;;14;14;0;2;0;2;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS;Français;;
VA - MON PETIT OURS DE POCHE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;MON OURS EN PELUCHE;;;;;;;;Tuesday, April 15, 2025;10:30;120;12:30;1;A;N4 - Atelier Tuileries 2;Français;;14;14;0;2;0;2;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3683;Individuel;Individuels;;00_VL;Français;;Tuesday, April 15, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;27;3;0;0;0;90;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2845;Individuel;Individuels;;00_VL;Français;;Tuesday, April 15, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;10;10;0;0;0;50;185.00;0;0;0;GROUPES;;export tickpro;;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2554;Individuel;Individuels;;01_Petite section;Français;;Tuesday, April 15, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;19;1;0;0;0;95;320.00;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3587;Individuel;Individuels;;27_Moins de 18 ans;Français;;Tuesday, April 15, 2025;13:45;90;15:15;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS;VISITE GUIDÉE;ADULTES (15 ANS ET +);GALERIE DES BIJOUX;Dossier 3815;Organisme;Société;Groupe Adulte - Entreprises;31_Adultes;Français;;Wednesday, April 16, 2025;14:30;90;16:00;1;G;N2 - Rohan - Galerie des bijoux;;Collection - Audiophone 1;0;6;0;0;0;0;0;190.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VA - UNE FLEUR POUR UN VASE;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Wednesday, April 16, 2025;14:30;120;16:30;1;A;N4 - Atelier Tuileries 2;Français;;14;10;4;2;0;2;71;240.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS;Français;;
VA - À LA BELLE FOURCHETTE !;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Wednesday, April 16, 2025;10:30;120;12:30;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo, N4 - Atelier Tuileries 1;Français;;15;11;4;2;0;2;73;264.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VA - À LA BELLE FOURCHETTE !;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Wednesday, April 16, 2025;14:30;120;16:30;1;A;N4 - Atelier Tuileries 1;Français;;14;14;0;2;0;2;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VA - MON PETIT OURS DE POCHE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;MON OURS EN PELUCHE;;;;;;;;Wednesday, April 16, 2025;10:30;120;12:30;1;A;N4 - Atelier Tuileries 2;Français;;16;17;0;2;1;1;106;408.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3725;Individuel;Individuels;;00_VL;Français;;Wednesday, April 16, 2025;15:15;90;16:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3818;Individuel;Individuels;;00_VL;Français;;Wednesday, April 16, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;19;1;0;0;0;95;35.00;0;0;0;GROUPES;;export tickpro;;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;;;;;;;;Wednesday, April 16, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;23;7;0;0;0;76;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Thursday, April 17, 2025;18:30;90;20:00;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;Français;Expo - Audiophone 1;18;19;0;2;1;1;105;504.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VA - PRENEZ-PLACE !;VISITE-ATELIER;11-14 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Thursday, April 17, 2025;14:30;120;16:30;1;A;N3 - Rohan - Renaissance, N4 - Atelier Tuileries 2, N5 - Marsan;Français;;14;9;5;2;0;2;64;216.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;11-14 ANS, 7-10 ANS;Français;;
VA - MON PETIT OURS DE POCHE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;MON OURS EN PELUCHE;;;;;;;;Thursday, April 17, 2025;10:30;120;12:30;1;A;N4 - Atelier Tuileries 2;Français;;14;14;0;0;0;0;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VA - MON PETIT OURS DE POCHE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;MON OURS EN PELUCHE;;;;;;;;Thursday, April 17, 2025;14:30;120;16:30;1;A;N3 - Rohan - Expo, N4 - Atelier Tuileries 1;Français;;14;14;0;2;0;2;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VA - BIJOU EN FOLIE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;GALERIE DES BIJOUX;;;;;;;;Thursday, April 17, 2025;10:30;120;12:30;1;A;N2 - Rohan - Galerie des bijoux, N4 - Atelier Tuileries 1;Français;;18;19;0;3;1;2;105;456.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VL - CHRISTOFLE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3722;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;17:15;90;18:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3762;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;12:45;90;14:15;1;A;;Français;;30;8;22;0;0;0;26;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3831;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;13:15;90;14:45;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;30;0;0;0;0;100;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3674;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;14;16;0;0;0;46;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3365;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;11:45;90;13:15;1;A;N3 - Rohan - Expo;;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3830;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;19:15;90;20:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;;20;12;8;0;0;0;60;35.00;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3601;Individuel;Individuels;;00_VL;Français;;Thursday, April 17, 2025;13:15;90;14:45;1;A;;Français;Expo - Audiophone 1;30;13;17;0;0;0;43;230.00;0;0;0;GROUPES;;export tickpro;Français;;
VG - 2H - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3844;Individuel;Individuels;;31_Adultes;Français;;Friday, April 18, 2025;13:30;120;15:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;0;2;0;0;0;0;0;170.00;15;0;15;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;;;;;;;;Friday, April 18, 2025;11:30;90;13:00;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;Français;;20;20;0;0;0;0;100;560.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - LE TEMPS DES EXPOSITIONS UNIVERSELLES - LE XIXE SIÈCLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1652;Organisme;Collège;Groupe Education - 2nd Degré;11_Quatrième;Français;;Friday, April 18, 2025;13:30;90;15:00;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle;;;0;26;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;11_Quatrième;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;Dossier 3817;Individuel;Individuels;;29_En famille;Français;;Friday, April 18, 2025;15:15;90;16:45;1;G;N3 - Rohan - Expo;;Expo - Audiophone 2;0;3;0;0;0;0;0;150.00;15;0;15;GROUPES;JEUNES/FAMILLES;29_En famille;Français;;
VA - MON LIVRE DES MERVEILLES;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Friday, April 18, 2025;14:30;120;16:30;1;A;N4 - Atelier Tuileries 3;Français;;14;11;3;2;0;2;78;264.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS;Français;;
VA - CHEVALIERS, REINES ET EMPEREURS;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Friday, April 18, 2025;10:30;120;12:30;1;A;N3 - Rohan - Renaissance, N4 - Atelier Tuileries 2;Français;;14;2;12;3;0;3;14;48.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS;Français;;
VA - BIJOU EN FOLIE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;GALERIE DES BIJOUX;;;;;;;;Friday, April 18, 2025;14:30;120;16:30;1;A;N2 - Rohan - Galerie des bijoux, N3 - Lefuel Rivoli - Moderne et Contemporain, N5 - Marsan;Français;;12;14;0;2;2;0;116;312.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VA - MON PETIT OURS DE POCHE;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;MON OURS EN PELUCHE;;;;;;;;Friday, April 18, 2025;10:30;120;12:30;1;A;N3 - Rohan - Expo, N4 - Atelier Tuileries 1;Français;;14;14;0;2;0;2;100;336.00;15;15;30;INDIVIDUELS;JEUNES/FAMILLES;4-6 ANS, 7-10 ANS, EN FAMILLE;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3730;Individuel;Individuels;;00_VL;Français;;Friday, April 18, 2025;13:45;90;15:15;1;A;N3 - Rohan - Expo;;;30;19;11;0;0;0;63;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3594;Individuel;Individuels;;00_VL;Français;;Friday, April 18, 2025;11:45;90;13:15;1;A;N3 - Rohan - Expo;;;30;30;0;0;0;0;100;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 3230;Individuel;Individuels;;00_VL;Français;;Friday, April 18, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;11;9;0;0;0;55;200.00;0;0;0;GROUPES;;export tickpro;;;
VL - ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN (AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;Dossier 3695;Individuel;Individuels;;00_VL;Français;;Friday, April 18, 2025;16:15;90;17:45;1;A;;;Expo - Audiophone 1;30;20;10;0;0;0;66;335.00;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - ROCOCO & CO ! DE NICOLAS PINEAU À CINDY SHERMAN;VISITE GUIDÉE;ADULTES (15 ANS ET +);ROCOCO & CO. DE NICOLAS PINEAU À CINDY SHERMAN;;;;;;;;Saturday, April 19, 2025;11:30;90;13:00;1;A;N2 - Lefuel - Galerie Jardin;Français;Expo - Audiophone 1;20;2;18;0;0;0;10;72.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - UNE HISTOIRE DU BIJOU, DU XVIIIE SIÈCLE À NOS JOURS;VISITE GUIDÉE;ADULTES (15 ANS ET +);GALERIE DES BIJOUX;;;;;;;;Saturday, April 19, 2025;16:00;90;17:30;1;A;N2 - Rohan - Galerie des bijoux;Français;Collection - Audiophone 1;18;8;10;2;0;2;44;148.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;;;;;;;;Saturday, April 19, 2025;14:00;90;15:30;1;A;N3 - Rohan - Expo;Français;;15;14;1;0;0;0;93;344.00;15;0;15;INDIVIDUELS;ADULTES;;Français;;
VL - MON OURS EN PELUCHE (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 3405;Individuel;Individuels;;00_VL;Français;;Saturday, April 19, 2025;11:45;90;13:15;1;A;N3 - Rohan - Expo;;Expo - Audiophone 2;20;7;13;0;0;0;35;140.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VT - 1h30 - Le musée des Arts décoratifs : toute une histoire !;VISITE THÉÂTRALISÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Sunday, April 20, 2025;11:30;90;13:00;1;A;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle;Français;Collection - Audiophone 1;15;3;12;0;0;0;20;98.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3606;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;00_VL;Français;;Tuesday, April 22, 2025;14:45;90;16:15;1;A;;Français;Collection - Audiophone 2;30;21;9;0;0;0;70;35.00;0;0;0;GROUPES;ADULTES;Groupe Adulte - Associations Adultes;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3015;Organisme;Enseignement Supérieur;Groupe Adulte - Enseignants;31_Adultes;Français;;Tuesday, April 22, 2025;11:45;90;13:15;1;A;;Français;;30;25;5;0;0;0;83;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Enseignants;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 3016;Organisme;Enseignement Supérieur;Groupe Adulte - Enseignants;31_Adultes;Français;;Tuesday, April 22, 2025;12:15;90;13:45;1;A;;Français;;30;26;4;0;0;0;86;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Enseignants;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;Dossier 1879;Organisme;Collège;Groupe Education - 2nd Degré;09_Sixième;Français;;Tuesday, April 22, 2025;10:00;90;11:30;1;G;N3 - Rohan - Expo;;;0;29;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;09_Sixième;Français;;
VG - 1H30 - MON OURS EN PELUCHE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MON OURS EN PELUCHE;Dossier 1879;Organisme;Collège;Groupe Education - 2nd Degré;09_Sixième;Français;;Tuesday, April 22, 2025;13:30;90;15:00;1;G;N3 - Rohan - Expo;;;0;29;0;0;0;0;0;105.00;15;0;15;GROUPES;JEUNES/FAMILLES;09_Sixième;Français;;
